varsta,sursa_de_apa,alimente_procesate,peste_sau_fructe_de_mare,recipiente_de_plastic,haine_sintetice,tipul_zonei,mediul_de_lucru,ore_petrecute_in_interior,tipul_de_sare,fumatul,cosmetice,mg_total
34,Tap_water,3 times a week,9,Never,33,Industrial,Outdoors,13,Sea salt,Occasionally,Every day,43.322500000000005
43,Bottled_water,5 times a week,12,Never,83,Urban,Home,18,Sea salt,Occasionally,Never,73.2375
74,Bottled_water,Every day,4,Every day,63,Rural,Home,13,Regular salt,No,Once a week,108.16999999999999
24,Bottled_water,Every day,13,5 times a week,9,Industrial,Office,16,Sea salt,No,5 times a week,102.141
26,Filtred_water,Never,8,Every day,61,Urban,Factory/Industrial,1,Sea salt,No,Once a week,51.32600000000001
62,Tap_water,5 times a week,9,Once a week,58,Urban,Outdoors,16,Sea salt,No,Once a week,48.460499999999996
35,Bottled_water,Once a week,3,Every day,24,Urban,Outdoors,13,Regular salt,Yes,Never,74.34100000000001
76,Bottled_water,Every day,2,Once a week,94,Rural,Office,6,Regular salt,Yes,Once a week,85.1855
37,Filtred_water,Once a week,11,3 times a week,69,Urban,Home,12,Regular salt,Yes,5 times a week,49.911500000000004
30,Filtred_water,Once a week,0,Once a week,48,Rural,Office,14,Regular salt,Yes,5 times a week,39.8375
69,Tap_water,Never,2,Every day,62,Rural,Outdoors,17,Sea salt,Yes,5 times a week,59.623
38,Tap_water,Every day,0,Once a week,64,Industrial,Home,0,Regular salt,No,3 times a week,54.19200000000001
59,Bottled_water,5 times a week,7,Never,28,Rural,Office,19,Sea salt,No,3 times a week,68.89399999999999
18,Tap_water,Once a week,8,Never,35,Rural,Office,0,Sea salt,Yes,Every day,25.3745
41,Bottled_water,3 times a week,6,Once a week,87,Industrial,Home,19,Regular salt,No,Once a week,68.75550000000001
58,Bottled_water,Never,14,5 times a week,18,Rural,Office,23,Sea salt,Occasionally,Once a week,66.86699999999999
43,Tap_water,Every day,0,Never,81,Rural,Home,9,Regular salt,Occasionally,Never,55.967
32,Bottled_water,Every day,9,Once a week,85,Rural,Outdoors,7,Regular salt,Yes,Never,87.04599999999999
19,Filtred_water,Once a week,8,Every day,76,Industrial,Office,21,Regular salt,Occasionally,Once a week,69.2525
30,Tap_water,Never,9,Every day,87,Urban,Outdoors,10,Regular salt,No,3 times a week,54.5615
38,Tap_water,Once a week,7,5 times a week,75,Urban,Home,1,Regular salt,Yes,Every day,43.144000000000005
47,Filtred_water,3 times a week,5,Every day,21,Urban,Office,7,Regular salt,Occasionally,Once a week,57.93099999999999
31,Tap_water,3 times a week,6,Never,99,Rural,Home,23,Regular salt,Yes,3 times a week,50.843
79,Tap_water,5 times a week,11,Every day,58,Industrial,Outdoors,12,Sea salt,Yes,Never,72.253
19,Filtred_water,Never,12,3 times a week,28,Rural,Home,0,Sea salt,Occasionally,3 times a week,28.280499999999996
19,Bottled_water,3 times a week,4,3 times a week,88,Rural,Office,7,Sea salt,No,Every day,70.356
22,Bottled_water,Every day,13,Never,51,Urban,Home,11,Sea salt,Yes,Once a week,86.181
22,Bottled_water,Once a week,10,Never,78,Rural,Factory/Industrial,11,Sea salt,Yes,3 times a week,62.159000000000006
49,Tap_water,3 times a week,9,3 times a week,10,Urban,Office,4,Sea salt,No,3 times a week,33.9565
69,Tap_water,3 times a week,6,Never,90,Industrial,Outdoors,23,Sea salt,No,Every day,54.7285
24,Filtred_water,Every day,11,3 times a week,81,Industrial,Factory/Industrial,18,Regular salt,Occasionally,5 times a week,92.86199999999998
56,Filtred_water,5 times a week,12,Never,99,Industrial,Factory/Industrial,21,Sea salt,Occasionally,Never,65.1695
36,Bottled_water,Once a week,6,Never,19,Urban,Office,14,Sea salt,Occasionally,Every day,55.8725
38,Filtred_water,Never,8,Never,37,Urban,Outdoors,13,Regular salt,Occasionally,Never,27.848
68,Filtred_water,Once a week,6,Never,38,Industrial,Factory/Industrial,14,Regular salt,No,Once a week,36.857
20,Tap_water,3 times a week,9,Every day,55,Urban,Factory/Industrial,4,Regular salt,Yes,Never,60.74550000000001
69,Filtred_water,Every day,12,Never,38,Urban,Home,8,Regular salt,Yes,5 times a week,68.9455
47,Tap_water,3 times a week,3,5 times a week,95,Industrial,Office,7,Sea salt,Yes,Once a week,49.594500000000004
23,Tap_water,5 times a week,6,Never,88,Industrial,Outdoors,14,Regular salt,No,Never,46.15400000000001
28,Bottled_water,5 times a week,4,3 times a week,39,Rural,Factory/Industrial,8,Regular salt,Occasionally,Every day,79.1345
51,Filtred_water,5 times a week,12,3 times a week,85,Rural,Home,17,Regular salt,Occasionally,Every day,70.419
58,Bottled_water,5 times a week,0,Once a week,37,Industrial,Office,12,Sea salt,Yes,5 times a week,71.575
30,Bottled_water,Once a week,11,Once a week,52,Industrial,Office,13,Sea salt,Occasionally,5 times a week,61.520500000000006
52,Tap_water,5 times a week,0,Never,18,Industrial,Outdoors,7,Sea salt,Occasionally,Never,32.4315
65,Filtred_water,5 times a week,4,Never,24,Rural,Office,22,Sea salt,Yes,5 times a week,56.90150000000001
47,Bottled_water,3 times a week,3,Once a week,13,Rural,Office,9,Regular salt,Yes,Every day,61.43299999999999
36,Filtred_water,Once a week,9,3 times a week,27,Rural,Outdoors,4,Regular salt,Occasionally,3 times a week,34.8735
36,Bottled_water,Every day,3,5 times a week,88,Industrial,Office,12,Regular salt,Occasionally,5 times a week,104.73399999999998
69,Filtred_water,Once a week,3,5 times a week,27,Industrial,Office,17,Sea salt,No,Never,43.9395
36,Tap_water,3 times a week,14,3 times a week,24,Industrial,Outdoors,12,Regular salt,Occasionally,Once a week,43.739999999999995
66,Tap_water,5 times a week,14,5 times a week,55,Industrial,Home,1,Regular salt,No,5 times a week,53.81450000000001
36,Filtred_water,3 times a week,5,3 times a week,69,Urban,Home,17,Sea salt,Occasionally,3 times a week,54.531
76,Bottled_water,Once a week,12,5 times a week,6,Rural,Factory/Industrial,15,Sea salt,No,3 times a week,68.545
76,Filtred_water,Never,4,5 times a week,31,Industrial,Factory/Industrial,3,Sea salt,No,Never,35.093500000000006
27,Tap_water,Never,2,Once a week,83,Industrial,Outdoors,9,Regular salt,Yes,3 times a week,31.4095
78,Bottled_water,3 times a week,8,Once a week,90,Industrial,Office,21,Regular salt,Yes,5 times a week,79.60549999999999
75,Filtred_water,Once a week,11,3 times a week,47,Urban,Outdoors,10,Regular salt,No,Once a week,39.2735
70,Bottled_water,5 times a week,8,Once a week,87,Urban,Factory/Industrial,1,Regular salt,Occasionally,5 times a week,73.10499999999999
72,Filtred_water,Never,4,5 times a week,55,Industrial,Home,10,Regular salt,Yes,Every day,49.489000000000004
40,Filtred_water,Never,7,Once a week,63,Industrial,Factory/Industrial,11,Regular salt,No,5 times a week,41.4735
37,Bottled_water,3 times a week,4,Every day,90,Rural,Office,10,Sea salt,Yes,Once a week,86.49550000000002
60,Filtred_water,Never,12,5 times a week,92,Urban,Outdoors,7,Regular salt,Occasionally,Never,43.425
25,Bottled_water,3 times a week,1,Never,10,Rural,Factory/Industrial,9,Regular salt,Occasionally,5 times a week,58.217
22,Tap_water,5 times a week,1,Never,80,Urban,Home,8,Sea salt,No,Once a week,38.0095
56,Bottled_water,Every day,0,Every day,56,Rural,Outdoors,16,Sea salt,Occasionally,5 times a week,115.47949999999999
21,Filtred_water,Every day,8,5 times a week,88,Urban,Factory/Industrial,6,Regular salt,Occasionally,5 times a week,87.44149999999998
75,Bottled_water,Every day,10,Never,55,Urban,Outdoors,10,Sea salt,Occasionally,Every day,91.49649999999998
45,Bottled_water,Every day,5,Never,54,Industrial,Home,11,Sea salt,Yes,5 times a week,89.63149999999999
60,Tap_water,5 times a week,9,3 times a week,4,Industrial,Outdoors,1,Regular salt,Occasionally,Every day,46.176500000000004
55,Tap_water,Once a week,5,3 times a week,82,Industrial,Home,20,Regular salt,Yes,3 times a week,48.574
61,Filtred_water,Once a week,5,3 times a week,86,Urban,Office,12,Sea salt,No,3 times a week,44.45650000000001
28,Filtred_water,Once a week,5,Once a week,69,Urban,Office,16,Regular salt,Yes,5 times a week,45.95850000000001
48,Filtred_water,Every day,14,5 times a week,17,Rural,Outdoors,4,Regular salt,Yes,Once a week,72.9425
30,Bottled_water,Never,3,Never,80,Urban,Home,13,Sea salt,Occasionally,Every day,56.35300000000001
54,Tap_water,Every day,8,Once a week,27,Urban,Home,19,Regular salt,Occasionally,3 times a week,67.85600000000001
78,Bottled_water,Every day,8,5 times a week,19,Rural,Home,1,Regular salt,Occasionally,5 times a week,88.93899999999998
49,Tap_water,Never,12,Every day,89,Industrial,Factory/Industrial,20,Sea salt,Occasionally,3 times a week,69.70700000000001
66,Filtred_water,Every day,1,5 times a week,86,Rural,Home,22,Sea salt,No,Never,83.93249999999999
28,Tap_water,Once a week,8,3 times a week,0,Rural,Home,17,Sea salt,Occasionally,Never,31.639
67,Filtred_water,Every day,0,Every day,95,Industrial,Office,20,Regular salt,No,5 times a week,104.20699999999998
30,Tap_water,Never,9,Never,89,Industrial,Factory/Industrial,9,Regular salt,Yes,Once a week,33.500499999999995
41,Filtred_water,Every day,1,3 times a week,38,Industrial,Factory/Industrial,13,Sea salt,Yes,3 times a week,80.2585
44,Filtred_water,Never,12,Every day,16,Urban,Outdoors,6,Sea salt,Occasionally,3 times a week,51.5105
76,Filtred_water,Never,12,3 times a week,75,Rural,Home,9,Sea salt,Occasionally,Once a week,37.571
61,Tap_water,5 times a week,11,Every day,60,Industrial,Factory/Industrial,22,Sea salt,Yes,5 times a week,90.381
34,Tap_water,Never,5,5 times a week,40,Rural,Outdoors,9,Regular salt,No,5 times a week,36.363
28,Bottled_water,Once a week,11,5 times a week,49,Urban,Factory/Industrial,2,Regular salt,Yes,Every day,71.1725
64,Bottled_water,Once a week,2,Once a week,15,Urban,Office,23,Sea salt,No,Once a week,54.916000000000004
53,Tap_water,5 times a week,12,Every day,19,Rural,Factory/Industrial,11,Regular salt,Occasionally,Never,68.33
72,Filtred_water,Every day,11,Never,98,Industrial,Office,5,Regular salt,Yes,Every day,76.44149999999999
29,Filtred_water,Once a week,1,Once a week,45,Urban,Factory/Industrial,5,Sea salt,Occasionally,3 times a week,34.011
50,Bottled_water,Every day,6,Once a week,59,Rural,Outdoors,0,Regular salt,Occasionally,Never,76.05949999999999
68,Filtred_water,5 times a week,9,Every day,90,Urban,Office,9,Sea salt,Yes,5 times a week,82.20499999999998
35,Bottled_water,Never,12,3 times a week,45,Industrial,Home,16,Sea salt,Occasionally,5 times a week,64.65100000000001
63,Bottled_water,Never,14,Once a week,70,Rural,Home,20,Sea salt,Occasionally,Once a week,59.210499999999996
69,Filtred_water,Never,1,Once a week,71,Industrial,Home,22,Sea salt,Yes,Never,40.135000000000005
22,Filtred_water,3 times a week,10,Once a week,34,Industrial,Home,4,Regular salt,No,Every day,42.49000000000001
59,Tap_water,Never,8,5 times a week,89,Industrial,Factory/Industrial,3,Regular salt,No,Never,37.3695
48,Bottled_water,Once a week,6,5 times a week,37,Urban,Office,14,Regular salt,Occasionally,Every day,70.7325
54,Tap_water,Once a week,5,Every day,81,Urban,Outdoors,4,Sea salt,Yes,Every day,59.446500000000015
76,Tap_water,5 times a week,9,Never,5,Urban,Factory/Industrial,5,Sea salt,Yes,5 times a week,43.84400000000001
18,Filtred_water,3 times a week,3,Never,6,Rural,Factory/Industrial,6,Regular salt,No,Once a week,31.9425
45,Tap_water,3 times a week,5,3 times a week,62,Rural,Home,1,Sea salt,Occasionally,Once a week,33.259
31,Tap_water,3 times a week,9,5 times a week,65,Industrial,Office,6,Sea salt,No,5 times a week,49.964
71,Bottled_water,5 times a week,2,Never,14,Industrial,Office,3,Regular salt,No,5 times a week,57.48050000000001
65,Bottled_water,Once a week,1,3 times a week,60,Urban,Factory/Industrial,18,Sea salt,Yes,Every day,75.75250000000001
26,Filtred_water,3 times a week,8,Never,78,Industrial,Office,11,Sea salt,Occasionally,3 times a week,45.5835
59,Filtred_water,Once a week,6,Never,82,Rural,Home,13,Regular salt,No,Once a week,33.914
50,Tap_water,Once a week,8,Once a week,70,Rural,Factory/Industrial,20,Regular salt,Occasionally,3 times a week,44.8605
30,Filtred_water,Once a week,3,3 times a week,49,Urban,Office,16,Regular salt,No,3 times a week,42.93450000000001
61,Filtred_water,5 times a week,10,3 times a week,72,Urban,Home,2,Sea salt,Yes,5 times a week,56.76650000000001
57,Tap_water,5 times a week,10,Never,92,Industrial,Factory/Industrial,21,Sea salt,Yes,5 times a week,66.5785
56,Bottled_water,Every day,4,Every day,33,Rural,Home,10,Sea salt,Occasionally,5 times a week,108.84949999999999
71,Filtred_water,Never,5,Every day,3,Rural,Home,20,Regular salt,Yes,Never,54.731500000000004
36,Tap_water,Never,9,3 times a week,94,Urban,Home,6,Regular salt,No,Once a week,30.432499999999997
33,Tap_water,5 times a week,13,5 times a week,87,Industrial,Outdoors,12,Regular salt,Occasionally,Every day,69.896
54,Bottled_water,Every day,14,5 times a week,51,Urban,Home,14,Regular salt,No,3 times a week,101.40849999999998
23,Filtred_water,5 times a week,13,5 times a week,4,Rural,Office,11,Sea salt,Occasionally,Never,54.60099999999999
73,Filtred_water,Every day,13,Every day,44,Urban,Home,10,Sea salt,No,Never,88.31849999999997
30,Filtred_water,Once a week,14,Every day,86,Industrial,Home,1,Sea salt,No,5 times a week,60.690500000000014
48,Bottled_water,3 times a week,3,Once a week,7,Rural,Outdoors,16,Regular salt,Occasionally,Never,56.3435
45,Filtred_water,Once a week,3,Never,34,Urban,Home,10,Sea salt,Yes,3 times a week,31.542499999999997
71,Filtred_water,Once a week,14,3 times a week,26,Industrial,Home,15,Regular salt,Yes,Never,43.6495
24,Bottled_water,3 times a week,1,Every day,9,Industrial,Home,11,Regular salt,Yes,Every day,86.4995
23,Tap_water,Once a week,6,Every day,37,Rural,Factory/Industrial,15,Regular salt,No,Never,55.429
61,Filtred_water,Never,2,Every day,27,Urban,Office,1,Sea salt,Occasionally,5 times a week,46.948
35,Bottled_water,Never,1,5 times a week,41,Rural,Home,14,Sea salt,Occasionally,5 times a week,62.25550000000001
27,Filtred_water,Once a week,5,3 times a week,55,Urban,Outdoors,12,Regular salt,Occasionally,Never,39.301500000000004
33,Bottled_water,Never,4,3 times a week,95,Rural,Factory/Industrial,6,Regular salt,Yes,Every day,67.0505
79,Bottled_water,Every day,1,Every day,89,Urban,Home,5,Regular salt,Yes,Never,105.90599999999998
60,Filtred_water,Once a week,12,Once a week,32,Urban,Factory/Industrial,20,Regular salt,Occasionally,3 times a week,48.1485
68,Tap_water,Once a week,7,Never,17,Industrial,Office,1,Sea salt,Yes,3 times a week,20.555500000000002
41,Bottled_water,3 times a week,9,5 times a week,64,Industrial,Office,21,Regular salt,Occasionally,3 times a week,83.3445
29,Tap_water,Every day,5,5 times a week,10,Rural,Office,8,Sea salt,No,Every day,70.6545
41,Bottled_water,3 times a week,2,Never,98,Urban,Home,23,Regular salt,Occasionally,Every day,76.434
62,Tap_water,3 times a week,1,Once a week,81,Industrial,Outdoors,0,Sea salt,Occasionally,Never,29.302
28,Tap_water,3 times a week,5,3 times a week,46,Industrial,Outdoors,5,Regular salt,Yes,3 times a week,41.7075
74,Bottled_water,Once a week,8,3 times a week,51,Rural,Home,1,Sea salt,No,Once a week,48.232
50,Bottled_water,Never,11,5 times a week,42,Industrial,Factory/Industrial,9,Sea salt,No,5 times a week,67.8245
74,Filtred_water,Every day,3,5 times a week,12,Industrial,Office,20,Sea salt,Occasionally,Never,78.53399999999999
23,Bottled_water,Never,7,Never,20,Industrial,Home,1,Sea salt,Yes,Once a week,37.76650000000001
39,Bottled_water,Every day,11,5 times a week,34,Industrial,Factory/Industrial,3,Sea salt,Yes,Never,95.47349999999999
72,Bottled_water,3 times a week,10,5 times a week,24,Urban,Home,1,Regular salt,Yes,Once a week,62.12400000000001
51,Filtred_water,Every day,9,Never,83,Industrial,Home,4,Sea salt,Occasionally,5 times a week,68.71300000000001
37,Filtred_water,Every day,5,3 times a week,21,Urban,Office,0,Sea salt,Yes,5 times a week,66.6745
25,Filtred_water,Every day,4,Never,15,Rural,Office,15,Regular salt,Yes,Once a week,63.796
40,Tap_water,Once a week,13,5 times a week,74,Industrial,Office,6,Regular salt,No,3 times a week,42.568000000000005
76,Filtred_water,Every day,3,5 times a week,26,Urban,Factory/Industrial,0,Regular salt,Occasionally,Never,68.33449999999999
78,Filtred_water,Once a week,11,Every day,80,Urban,Office,0,Regular salt,No,5 times a week,57.502500000000005
60,Tap_water,Once a week,0,3 times a week,5,Industrial,Factory/Industrial,15,Sea salt,Yes,Never,36.291500000000006
71,Bottled_water,Once a week,7,Never,14,Urban,Office,21,Sea salt,Yes,Once a week,55.419000000000004
22,Filtred_water,3 times a week,4,Never,99,Urban,Home,16,Sea salt,Occasionally,5 times a week,51.2165
36,Bottled_water,Once a week,11,Once a week,56,Rural,Office,1,Sea salt,Yes,5 times a week,52.921
72,Bottled_water,Once a week,9,Every day,0,Rural,Home,15,Regular salt,Occasionally,Never,72.05799999999999
74,Bottled_water,5 times a week,10,Every day,45,Urban,Factory/Industrial,19,Regular salt,No,Never,99.327
74,Bottled_water,Never,11,3 times a week,78,Urban,Home,9,Regular salt,No,Once a week,55.196
75,Bottled_water,Every day,3,5 times a week,70,Industrial,Outdoors,11,Sea salt,Occasionally,5 times a week,102.83749999999998
69,Bottled_water,Every day,13,5 times a week,16,Urban,Home,0,Regular salt,No,Once a week,84.1775
45,Filtred_water,Every day,6,3 times a week,71,Industrial,Office,17,Regular salt,No,5 times a week,83.39549999999998
63,Filtred_water,Never,1,5 times a week,30,Rural,Factory/Industrial,15,Regular salt,No,Never,41.44100000000001
67,Bottled_water,Never,12,Never,96,Urban,Home,19,Sea salt,Occasionally,3 times a week,60.900000000000006
50,Tap_water,5 times a week,9,Once a week,12,Urban,Home,20,Sea salt,No,3 times a week,48.1435
64,Tap_water,5 times a week,13,Every day,31,Rural,Factory/Industrial,9,Sea salt,Occasionally,Every day,77.157
73,Filtred_water,5 times a week,14,3 times a week,33,Industrial,Outdoors,21,Regular salt,No,5 times a week,67.95150000000001
43,Bottled_water,Once a week,11,Never,45,Industrial,Factory/Industrial,1,Regular salt,No,Never,46.392500000000005
30,Bottled_water,5 times a week,1,5 times a week,40,Rural,Office,15,Regular salt,Occasionally,Never,75.231
73,Tap_water,5 times a week,8,5 times a week,35,Rural,Factory/Industrial,21,Regular salt,Yes,Never,65.028
19,Bottled_water,Never,4,Once a week,54,Urban,Office,3,Regular salt,Yes,Once a week,43.638
18,Bottled_water,Once a week,11,Every day,54,Industrial,Outdoors,14,Regular salt,Yes,3 times a week,85.94199999999998
73,Bottled_water,Once a week,14,Once a week,88,Urban,Factory/Industrial,15,Sea salt,Occasionally,3 times a week,69.08
52,Tap_water,5 times a week,1,Once a week,25,Industrial,Outdoors,4,Sea salt,No,Once a week,33.977000000000004
77,Bottled_water,Once a week,7,Never,91,Urban,Outdoors,9,Regular salt,Occasionally,5 times a week,58.114000000000004
27,Filtred_water,Never,6,Every day,55,Rural,Factory/Industrial,13,Sea salt,Yes,Never,60.260000000000005
52,Bottled_water,Never,5,Never,46,Industrial,Factory/Industrial,8,Sea salt,No,3 times a week,49.794000000000004
61,Bottled_water,Once a week,6,5 times a week,16,Rural,Factory/Industrial,19,Sea salt,Yes,3 times a week,73.387
57,Bottled_water,Every day,6,Every day,71,Industrial,Outdoors,18,Sea salt,Occasionally,Once a week,117.407
38,Tap_water,Once a week,10,3 times a week,55,Urban,Home,15,Sea salt,No,5 times a week,42.283
73,Bottled_water,Never,1,3 times a week,3,Urban,Outdoors,2,Sea salt,No,3 times a week,41.993500000000004
61,Tap_water,3 times a week,12,Every day,40,Industrial,Office,3,Sea salt,No,Once a week,54.164500000000004
39,Tap_water,5 times a week,6,Once a week,43,Industrial,Outdoors,21,Sea salt,Yes,3 times a week,56.115500000000004
23,Filtred_water,5 times a week,2,5 times a week,71,Urban,Factory/Industrial,14,Regular salt,Yes,Every day,75.7425
40,Bottled_water,3 times a week,3,Never,10,Industrial,Outdoors,20,Sea salt,Yes,3 times a week,64.345
51,Bottled_water,5 times a week,14,Every day,40,Rural,Outdoors,11,Regular salt,Yes,Never,92.452
28,Bottled_water,Once a week,12,3 times a week,94,Rural,Factory/Industrial,0,Regular salt,No,Once a week,58.4915
65,Bottled_water,5 times a week,11,3 times a week,94,Rural,Office,3,Sea salt,Yes,3 times a week,75.67
76,Filtred_water,Once a week,6,Once a week,87,Rural,Office,8,Sea salt,Occasionally,5 times a week,39.66550000000001
22,Bottled_water,5 times a week,9,Never,41,Urban,Home,10,Regular salt,No,3 times a week,64.2825
78,Filtred_water,Every day,3,Once a week,91,Urban,Outdoors,14,Regular salt,Yes,Every day,81.97149999999999
73,Tap_water,Every day,14,Once a week,22,Industrial,Office,19,Regular salt,No,Every day,74.8405
19,Tap_water,5 times a week,6,5 times a week,73,Rural,Outdoors,18,Sea salt,No,5 times a week,65.26950000000001
64,Filtred_water,Never,14,5 times a week,87,Rural,Factory/Industrial,18,Regular salt,No,Once a week,55.6485
52,Bottled_water,Every day,11,Once a week,8,Urban,Factory/Industrial,4,Sea salt,No,Never,79.15749999999997
60,Filtred_water,Once a week,11,3 times a week,40,Urban,Factory/Industrial,8,Sea salt,No,3 times a week,43.5355
40,Tap_water,Every day,12,3 times a week,27,Urban,Outdoors,23,Regular salt,Occasionally,Once a week,76.17699999999999
25,Bottled_water,3 times a week,10,5 times a week,65,Urban,Office,8,Regular salt,Yes,Every day,79.6065
51,Filtred_water,3 times a week,14,Never,2,Industrial,Outdoors,14,Regular salt,No,Every day,46.778000000000006
75,Filtred_water,5 times a week,13,3 times a week,99,Industrial,Home,22,Sea salt,Yes,Never,70.815
22,Filtred_water,5 times a week,13,Every day,94,Rural,Factory/Industrial,11,Sea salt,Yes,Once a week,84.779
28,Bottled_water,5 times a week,12,5 times a week,43,Rural,Outdoors,0,Sea salt,Occasionally,3 times a week,72.5355
59,Filtred_water,Once a week,7,3 times a week,94,Industrial,Office,16,Regular salt,Occasionally,3 times a week,51.224
76,Tap_water,Never,12,Every day,97,Urban,Office,6,Regular salt,No,Every day,57.8895
37,Tap_water,Once a week,13,3 times a week,38,Industrial,Home,1,Regular salt,No,5 times a week,31.9225
77,Bottled_water,5 times a week,5,Once a week,48,Rural,Factory/Industrial,17,Regular salt,Yes,Every day,83.958
47,Filtred_water,Once a week,11,Every day,76,Industrial,Factory/Industrial,12,Regular salt,No,Once a week,67.096
79,Bottled_water,Once a week,3,3 times a week,38,Rural,Outdoors,19,Sea salt,No,Never,58.70399999999999
45,Tap_water,Once a week,11,Once a week,60,Rural,Factory/Industrial,10,Regular salt,Occasionally,3 times a week,37.2475
67,Bottled_water,Every day,4,5 times a week,71,Industrial,Factory/Industrial,14,Sea salt,No,Once a week,103.53299999999999
57,Filtred_water,Once a week,7,Every day,84,Industrial,Office,5,Regular salt,No,5 times a week,61.35350000000001
57,Tap_water,Never,0,Never,90,Industrial,Factory/Industrial,18,Sea salt,No,Never,33.071000000000005
21,Filtred_water,5 times a week,3,Every day,18,Urban,Home,16,Sea salt,No,5 times a week,74.61349999999999
33,Bottled_water,3 times a week,7,Every day,70,Rural,Home,22,Sea salt,No,3 times a week,93.9165
67,Tap_water,5 times a week,3,Once a week,62,Rural,Home,8,Regular salt,Yes,5 times a week,46.78150000000001
40,Filtred_water,Never,9,5 times a week,92,Industrial,Factory/Industrial,3,Regular salt,No,Never,43.24550000000001
52,Bottled_water,3 times a week,8,3 times a week,70,Industrial,Outdoors,9,Sea salt,Yes,3 times a week,71.7735
19,Bottled_water,Never,5,3 times a week,37,Urban,Home,10,Regular salt,No,Never,48.2665
62,Filtred_water,Never,6,5 times a week,83,Urban,Factory/Industrial,8,Regular salt,No,3 times a week,47.7355
44,Filtred_water,Never,13,Once a week,50,Urban,Factory/Industrial,15,Sea salt,No,Never,38.08500000000001
24,Filtred_water,Once a week,3,Once a week,47,Urban,Factory/Industrial,23,Sea salt,No,3 times a week,47.64900000000001
22,Bottled_water,Never,3,3 times a week,56,Industrial,Home,21,Regular salt,No,3 times a week,62.7485
60,Filtred_water,5 times a week,7,Every day,24,Industrial,Office,18,Regular salt,Occasionally,Never,74.493
31,Tap_water,Every day,10,3 times a week,4,Rural,Factory/Industrial,19,Regular salt,Yes,Every day,82.735
55,Bottled_water,5 times a week,12,3 times a week,19,Urban,Office,6,Regular salt,Yes,Once a week,68.6095
58,Bottled_water,3 times a week,2,Every day,98,Industrial,Factory/Industrial,18,Sea salt,Occasionally,5 times a week,102.28599999999999
78,Filtred_water,Never,12,Never,80,Industrial,Outdoors,14,Sea salt,Occasionally,Once a week,36.861
33,Tap_water,Never,13,Once a week,25,Industrial,Home,22,Sea salt,Occasionally,3 times a week,36.438
38,Bottled_water,Once a week,10,Never,59,Urban,Office,23,Sea salt,No,Once a week,59.804
43,Filtred_water,Every day,7,3 times a week,56,Rural,Outdoors,4,Regular salt,Yes,3 times a week,71.74649999999998
65,Tap_water,5 times a week,6,Never,15,Urban,Outdoors,23,Sea salt,Occasionally,3 times a week,49.25300000000001
72,Bottled_water,Every day,5,3 times a week,94,Rural,Outdoors,12,Regular salt,Occasionally,3 times a week,97.47749999999998
43,Tap_water,3 times a week,2,Once a week,46,Industrial,Office,20,Regular salt,Occasionally,3 times a week,44.358
54,Filtred_water,Once a week,2,3 times a week,82,Rural,Home,22,Regular salt,No,Once a week,47.15650000000001
69,Bottled_water,5 times a week,2,Never,13,Industrial,Outdoors,5,Regular salt,Yes,Never,56.31950000000001
45,Filtred_water,Once a week,5,3 times a week,15,Urban,Office,9,Sea salt,Yes,Once a week,35.196999999999996
51,Tap_water,3 times a week,0,3 times a week,81,Industrial,Factory/Industrial,15,Regular salt,Occasionally,Once a week,50.8865
38,Filtred_water,3 times a week,2,Once a week,35,Industrial,Outdoors,0,Regular salt,Yes,Every day,40.631
67,Filtred_water,5 times a week,14,Never,46,Rural,Factory/Industrial,23,Regular salt,Yes,3 times a week,65.833
33,Filtred_water,3 times a week,14,Never,48,Rural,Factory/Industrial,10,Sea salt,No,Once a week,43.3925
70,Tap_water,Once a week,5,Never,45,Industrial,Outdoors,10,Sea salt,Yes,Once a week,27.871999999999996
71,Bottled_water,Never,10,Never,37,Urban,Outdoors,3,Sea salt,Occasionally,3 times a week,42.867000000000004
72,Filtred_water,Every day,7,Once a week,21,Urban,Home,11,Regular salt,Yes,3 times a week,67.761
46,Bottled_water,5 times a week,0,Every day,58,Industrial,Office,4,Sea salt,Occasionally,Every day,91.69800000000001
22,Filtred_water,5 times a week,10,Every day,13,Urban,Office,11,Regular salt,No,3 times a week,70.666
74,Filtred_water,3 times a week,6,3 times a week,86,Rural,Office,23,Sea salt,No,3 times a week,59.948
69,Bottled_water,Never,10,Once a week,11,Rural,Office,22,Sea salt,Occasionally,Once a week,53.51649999999999
45,Bottled_water,3 times a week,9,Never,34,Industrial,Home,22,Regular salt,No,3 times a week,66.531
42,Tap_water,Never,3,Every day,19,Industrial,Office,12,Regular salt,Occasionally,5 times a week,50.758
50,Filtred_water,Once a week,14,3 times a week,56,Urban,Office,16,Regular salt,Occasionally,Once a week,46.2655
63,Filtred_water,Once a week,9,5 times a week,31,Rural,Factory/Industrial,7,Sea salt,No,5 times a week,48.217000000000006
53,Filtred_water,3 times a week,2,3 times a week,11,Rural,Office,3,Regular salt,No,Once a week,32.854
57,Filtred_water,3 times a week,8,Once a week,28,Rural,Home,19,Sea salt,No,3 times a week,46.013
79,Tap_water,Every day,5,3 times a week,83,Rural,Office,19,Regular salt,Yes,Never,75.64999999999999
22,Tap_water,3 times a week,11,Every day,94,Industrial,Home,11,Sea salt,Yes,5 times a week,73.0955
